196,242,3,881250949,49,0,20
186,302,3,891717742,39,1,6
22,377,1,878887116,25,0,20
244,51,2,880606923,28,0,19
166,346,1,886397596,47,0,3
298,474,4,884182806,44,0,6
115,265,2,881171488,31,0,4
253,465,5,891628467,26,1,10
305,451,3,886324817,23,0,14
6,86,3,883603013,42,0,6
62,257,2,879372434,27,1,0
286,1014,5,879781125,27,0,18
200,222,5,876042340,40,0,14
210,40,3,891035994,39,0,4
224,29,3,888104457,31,1,3
303,785,3,879485318,19,0,18
122,387,5,879270459,32,1,20
194,274,2,879539794,38,0,0
291,1042,4,874834944,19,0,18
234,1184,2,892079237,60,0,15
119,392,4,886176814,32,0,14
167,486,4,892738452,37,0,13
299,144,4,877881320,29,0,2
291,118,2,874833878,19,0,18
308,1,4,887736532,60,0,15
95,546,2,879196566,31,0,0
38,95,5,892430094,28,1,13
102,768,2,883748450,38,0,14
63,277,4,875747401,31,0,11
160,234,5,876861185,27,0,14
50,246,3,877052329,21,0,20
301,98,4,882075827,24,0,18
225,193,4,879539727,51,1,0
290,88,4,880731963,40,0,4
97,194,3,884238860,43,0,1
157,274,4,886890835,57,0,4
181,1081,1,878962623,26,0,6
278,603,5,891295330,37,1,10
276,796,1,874791932,21,0,18
7,32,4,891350932,57,0,0
10,16,4,877888877,53,0,9
284,304,4,885329322,40,0,6
201,979,2,884114233,27,0,20
276,564,3,874791805,21,0,18
287,327,5,875333916,21,0,16
246,201,5,884921594,19,0,18
242,1137,5,879741196,33,0,3
249,241,5,879641194,25,0,18
99,4,5,886519097,20,0,18
178,332,3,882823437,26,0,13
251,100,4,886271884,28,0,2
81,432,2,876535131,21,0,18
260,322,4,890618898,40,1,1
25,181,5,885853415,39,0,4
59,196,5,888205088,49,0,3
72,679,2,880037164,48,1,0
87,384,4,879877127,47,0,0
290,143,5,880474293,40,0,4
42,423,5,881107687,30,0,0
292,515,4,881103977,35,1,14
115,20,3,881171009,31,0,4
20,288,1,879667584,42,1,8
201,219,4,884112673,27,0,20
13,526,3,882141053,47,0,3
246,919,4,884920949,19,0,18
138,26,5,879024232,46,0,2
167,232,1,892738341,37,0,13
60,427,5,883326620,50,0,7
57,304,5,883698581,16,0,12
223,274,4,891550094,19,1,18
189,512,4,893277702,32,0,1
243,15,3,879987440,33,0,3
92,1049,1,890251826,32,0,5
246,416,3,884923047,19,0,18
194,165,4,879546723,38,0,0
241,690,2,887249482,26,1,18
178,248,4,882823954,26,0,13
254,1444,3,886475558,44,0,3
293,5,3,888906576,24,0,20
127,229,5,884364867,33,0,12
225,237,5,879539643,51,1,0
299,229,3,878192429,29,0,2
225,480,5,879540748,51,1,0
276,54,3,874791025,21,0,18
291,144,5,874835091,19,0,18
222,366,4,878183381,29,0,14
267,518,5,878971773,23,0,4
42,403,3,881108684,30,0,0
11,111,4,891903862,39,1,13
95,625,4,888954412,31,0,0
8,338,4,879361873,36,0,0
162,25,4,877635573,25,0,1
87,1016,4,879876194,47,0,0
279,154,5,875296291,33,0,14
145,275,2,885557505,31,0,5
119,1153,5,874781198,32,0,14
62,498,4,879373848,27,1,0
62,382,3,879375537,27,1,0
28,209,4,881961214,32,0,20
135,23,4,879857765,23,0,18
32,294,3,883709863,28,1,18
90,382,5,891383835,60,0,3
286,208,4,877531942,27,0,18
293,685,3,888905170,24,0,20
216,144,4,880234639,22,0,4
166,328,5,886397722,47,0,3
250,496,4,878090499,29,0,6
271,132,5,885848672,51,0,4
160,174,5,876860807,27,0,14
265,118,4,875320714,26,0,6
198,498,3,884207492,21,1,18
42,96,5,881107178,30,0,0
168,151,5,884288058,48,0,13
110,307,4,886987260,19,0,18
58,144,4,884304936,27,0,14
90,648,4,891384754,60,0,3
271,346,4,885844430,51,0,4
62,21,3,879373460,27,1,0
279,832,3,881375854,33,0,14
237,514,4,879376641,49,0,0
94,789,4,891720887,26,0,18
128,485,3,879966895,24,1,11
298,317,4,884182806,44,0,6
44,195,5,878347874,26,0,19
264,200,5,886122352,36,1,20
194,385,2,879524643,38,0,0
72,195,5,880037702,48,1,0
222,750,5,883815120,29,0,14
250,264,3,878089182,29,0,6
41,265,3,890687042,33,0,4
224,245,3,888082216,31,1,3
82,135,3,878769629,50,0,14
262,1147,4,879791710,19,1,18
293,471,3,888904884,24,0,20
216,658,3,880245029,22,0,4
250,140,3,878092059,29,0,6
59,23,5,888205300,49,0,3
286,379,5,877533771,27,0,18
244,815,4,880605185,28,0,19
7,479,4,891352010,57,0,0
174,368,1,886434402,30,1,0
87,274,4,879876734,47,0,0
194,1211,2,879551380,38,0,0
82,1134,2,884714402,50,0,14
13,836,2,882139746,47,0,3
13,272,4,884538403,47,0,3
244,756,2,880605157,28,0,19
305,427,5,886323090,23,0,14
95,787,2,888954930,31,0,0
43,14,2,883955745,29,1,10
299,955,4,889502823,29,0,2
57,419,3,883698454,16,0,12
84,405,3,883452363,32,0,6
269,504,4,891449922,31,1,10
299,111,3,877878184,29,0,2
194,466,4,879525876,38,0,0
160,135,4,876860807,27,0,14
99,268,3,885678247,20,0,18
10,486,4,877886846,53,0,9
259,117,4,874724988,21,0,18
85,427,3,879456350,51,0,3
303,919,4,879467295,19,0,18
213,273,5,878870987,33,0,6
121,514,3,891387947,54,0,10
90,98,5,891383204,60,0,3
49,559,2,888067405,23,1,18
42,794,3,881108425,30,0,0
155,323,2,879371261,32,1,13
68,117,4,876973939,19,0,18
172,177,4,875537965,55,0,11
19,4,4,885412840,40,0,10
268,231,4,875744136,24,0,4
5,2,3,875636053,33,1,13
305,117,2,886324028,23,0,14
44,294,4,883612356,26,0,19
43,137,4,875975656,29,1,10
279,1336,1,875298353,33,0,14
80,466,5,887401701,34,1,0
254,164,4,886472768,44,0,3
298,281,3,884183336,44,0,6
279,1240,1,892174404,33,0,14
66,298,4,883601324,23,0,18
18,443,3,880130193,35,1,13
268,1035,2,875542174,24,0,4
99,79,4,885680138,20,0,18
13,98,4,881515011,47,0,3
26,258,3,891347949,49,0,4
7,455,4,891353086,57,0,0
222,755,4,878183481,29,0,14
200,673,5,884128554,40,0,14
119,328,4,876923913,32,0,14
213,172,5,878955442,33,0,6
276,322,3,874786392,21,0,18
94,1217,3,891723086,26,0,18
130,379,4,875801662,20,0,12
38,328,4,892428688,28,1,13
160,719,3,876857977,27,0,14
293,1267,3,888906966,24,0,20
26,930,2,891385985,49,0,4
130,216,4,875216545,20,0,12
92,1079,3,886443455,32,0,5
256,452,4,882164999,35,1,12
1,61,4,878542420,24,0,19
72,48,4,880036718,48,1,0
56,755,3,892910207,25,0,10
13,360,4,882140926,47,0,3
15,405,2,879455957,49,1,3
92,77,3,875654637,32,0,5
207,476,2,884386343,39,0,11
292,174,5,881105481,35,1,14
232,483,5,888549622,45,0,17
251,748,2,886272175,28,0,2
224,26,3,888104153,31,1,3
181,220,4,878962392,26,0,6
259,255,4,874724710,21,0,18
305,471,4,886323648,23,0,14
52,280,3,882922806,18,1,18
161,202,5,891170769,50,0,9
148,408,5,877399018,33,0,4
125,235,2,892838559,30,0,9
97,228,5,884238860,43,0,1
58,1098,4,884304936,27,0,14
83,234,4,887665548,40,0,13
90,347,4,891383319,60,0,3
272,178,5,879455113,33,0,17
194,181,3,879521396,38,0,0
125,478,4,879454628,30,0,9
110,688,1,886987605,19,0,18
299,14,4,877877775,29,0,2
151,10,5,879524921,38,1,0
269,127,4,891446165,31,1,10
6,14,5,883599249,42,0,6
54,106,3,880937882,22,0,6
303,69,5,879467542,19,0,18
16,944,1,877727122,21,0,5
301,790,4,882078621,24,0,18
276,1091,3,874793035,21,0,18
305,214,2,886323068,23,0,14
194,1028,2,879541148,38,0,0
91,323,2,891438397,55,0,11
87,554,4,879875940,47,0,0
294,109,4,877819599,34,0,19
286,171,4,877531791,27,0,18
200,318,5,884128458,40,0,14
229,328,1,891632142,29,1,10
178,568,4,882826555,26,0,13
303,842,2,879484804,19,0,18
62,65,4,879374686,27,1,0
207,591,3,876018608,39,0,11
92,172,4,875653271,32,0,5
301,401,4,882078040,24,0,18
36,339,5,882157581,19,1,18
70,746,3,884150257,27,0,4
63,242,3,875747190,31,0,11
28,201,3,881961671,32,0,20
279,68,4,875307407,33,0,14
250,7,4,878089716,29,0,6
14,98,3,890881335,45,0,17
299,1018,3,889502324,29,0,2
194,54,3,879525876,38,0,0
303,815,3,879485532,19,0,18
119,237,5,874775038,32,0,14
295,218,5,879966498,31,0,3
268,930,2,875742942,24,0,4
268,2,2,875744173,24,0,4
66,258,4,883601089,23,0,18
233,202,5,879394264,38,0,4
83,623,4,880308578,40,0,13
214,334,3,891542540,26,1,10
192,476,2,881368243,42,0,3
100,344,4,891374868,36,0,6
268,145,1,875744501,24,0,4
301,56,4,882076587,24,0,18
307,89,5,879283786,25,0,18
234,141,3,892334609,60,0,15
83,576,4,880308755,40,0,13
181,264,2,878961624,26,0,6
297,133,4,875240090,29,1,3
38,153,5,892430369,28,1,13
7,382,4,891352093,57,0,0
264,813,4,886122952,36,1,20
181,872,1,878961814,26,0,6
201,146,1,884140579,27,0,20
85,507,4,879456199,51,0,3
269,367,3,891450023,31,1,10
59,468,3,888205855,49,0,3
286,143,4,889651549,27,0,18
193,96,1,889124507,29,0,18
113,595,5,875936424,47,0,6
292,11,5,881104093,35,1,14
130,1014,3,876250718,20,0,12
275,98,4,875155140,38,0,4
189,520,5,893265380,32,0,1
219,82,1,889452455,32,0,14
218,209,5,877488546,37,0,0
123,427,3,879873020,48,1,1
119,222,5,874775311,32,0,14
158,177,4,880134407,50,0,3
222,118,4,877563802,29,0,14
302,322,2,879436875,42,0,3
279,501,3,875308843,33,0,14
301,79,5,882076403,24,0,18
181,3,2,878963441,26,0,6
201,695,1,884140115,27,0,20
13,198,3,881515193,47,0,3
1,189,3,888732928,24,0,19
145,237,5,875270570,31,0,5
23,385,4,874786462,30,1,1
201,767,4,884114505,27,0,20
296,705,5,884197193,43,1,0
42,546,3,881105817,30,0,0
33,872,3,891964230,23,0,18
301,554,3,882078830,24,0,18
16,64,5,877720297,21,0,5
95,135,3,879197562,31,0,0
154,357,4,879138713,25,0,18
77,484,5,884733766,30,0,19
296,508,5,884196584,43,1,0
302,303,2,879436785,42,0,3
244,673,3,880606667,28,0,19
222,77,4,878183616,29,0,14
13,215,5,882140588,47,0,3
16,705,5,877722736,21,0,5
270,452,4,876956264,18,1,18
145,15,2,875270655,31,0,5
187,64,5,879465631,26,0,3
200,304,5,876041644,40,0,14
170,749,5,887646170,53,1,7
101,829,3,877136138,15,0,18
184,218,3,889909840,37,0,10
128,204,4,879967478,24,1,11
181,1295,1,878961781,26,0,6
184,153,3,889911285,37,0,10
1,33,4,878542699,24,0,19
1,160,4,875072547,24,0,19
184,321,5,889906967,37,0,10
54,595,3,880937813,22,0,6
94,343,4,891725009,26,0,18
128,508,4,879967767,24,1,11
23,323,2,874784266,30,1,1
301,227,3,882077222,24,0,18
301,191,3,882075672,24,0,18
112,903,1,892440172,30,0,16
82,183,3,878769848,50,0,14
222,724,3,878181976,29,0,14
218,430,3,877488316,37,0,0
308,1197,4,887739521,60,0,15
303,134,5,879467959,19,0,18
133,751,3,890588547,53,0,4
215,212,2,891435680,35,0,14
69,256,5,882126156,24,0,4
254,662,4,887347350,44,0,3
276,2,4,874792436,21,0,18
104,984,1,888442575,27,0,18
63,1067,3,875747514,31,0,11
267,410,4,878970785,23,0,4
13,56,5,881515011,47,0,3
240,879,3,885775745,23,1,3
286,237,2,875806800,27,0,18
294,271,5,889241426,34,0,19
90,1086,4,891384424,60,0,3
18,26,4,880129731,35,1,13
92,229,3,875656201,32,0,5
308,649,4,887739292,60,0,15
144,89,3,888105691,53,0,14
191,302,4,891560253,33,0,0
59,951,3,888206409,49,0,3
200,96,5,884129409,40,0,14
16,197,5,877726146,21,0,5
61,678,3,892302309,36,0,4
271,199,4,885848448,51,0,4
271,709,3,885849325,51,0,4
142,169,5,888640356,13,0,13
275,597,3,876197678,38,0,4
222,151,3,878182109,29,0,14
87,40,3,879876917,47,0,0
207,258,4,877879172,39,0,11
272,1393,2,879454663,33,0,17
177,333,4,880130397,20,0,14
