3.71001642036,5.0,-1.289984
3.60049261084,3.0,0.600493
3.70049261084,3.0,0.700493
3.49248140636,1.0,2.492481
3.52430213465,1.0,2.524302
3.65581473969,5.0,-1.344185
3.51001642036,5.0,-1.489984
3.75001642036,3.0,0.750016
3.83790264146,4.0,-0.162097
3.76957446809,4.0,-0.230426
3.90243161094,3.0,0.902432
3.60243161094,3.0,0.602432
3.7152887538,5.0,-1.284711
2.85790513834,4.0,-1.142095
4.34988179669,3.0,1.349882
4.3,5.0,-0.700000
4.29803921569,5.0,-0.701961
3.56274543162,2.0,1.562745
3.38166610264,1.0,2.381666
3.76079511686,4.0,-0.239205
3.4793299154,2.0,1.479330
3.27798290627,2.0,1.277983
4.02502142468,4.0,0.025021
4.0730774941,5.0,-0.926923
4.04840110062,4.0,0.048401
4.14145661589,4.0,0.141457
4.01795409938,4.0,0.017954
3.9154371226,1.0,2.915437
3.90944024867,4.0,-0.090560
3.80833333333,5.0,-1.191667
3.72685185185,5.0,-1.273148
3.83529411765,3.0,0.835294
3.79285714286,3.0,0.792857
3.74117647059,3.0,0.741176
3.83333333333,4.0,-0.166667
3.91851851852,5.0,-1.081481
4.31544615385,5.0,-0.684554
4.01961996337,4.0,0.019620
4.11875843455,4.0,0.118758
4.21544615385,5.0,-0.784554
4.13836996337,4.0,0.138370
4.30851593643,4.0,0.308516
4.30797991194,4.0,0.307980
3.57805383023,4.0,-0.421946
3.47805383023,4.0,-0.521946
3.37805383023,1.0,2.378054
3.25398419089,5.0,-1.746016
3.24810183794,2.0,1.248102
4.33888888889,4.0,0.338889
2.98630959912,1.0,1.986310
3.14569379217,5.0,-1.854306
3.22513946551,3.0,0.225139
3.17812044084,5.0,-1.821880
2.95396145008,3.0,-0.046039
3.12308384759,5.0,-1.876916
3.2327530748,4.0,-0.767247
3.16063421492,4.0,-0.839366
3.00286457642,3.0,0.002865
3.19318727016,5.0,-1.806813
3.02810700525,5.0,-1.971893
3.06276553442,2.0,1.062766
2.89917820933,1.0,1.899178
2.94290297085,1.0,1.942903
3.12101545524,5.0,-1.878985
3.23939178207,5.0,-1.760608
2.93898058157,3.0,-0.061019
3.07615644035,3.0,0.076156
2.99632127659,2.0,0.996321
3.04982762113,5.0,-1.950172
2.89178264722,4.0,-1.108217
2.87360235319,1.0,1.873602
2.89044342807,2.0,0.890443
3.07615644035,3.0,0.076156
3.03985527799,2.0,1.039855
4.17694805195,5.0,-0.823052
4.15194805195,5.0,-0.848052
4.36331456779,4.0,0.363315
4.24901764902,3.0,1.249018
2.97963414634,5.0,-2.020366
2.87177700348,5.0,-2.128223
4.5016828479,5.0,-0.498317
4.44697020422,5.0,-0.553030
4.37723840345,5.0,-0.622762
4.17723840345,4.0,0.177238
4.57576109784,2.0,2.575761
4.5080049759,5.0,-0.491995
2.42587719298,1.0,1.425877
3.13230769231,4.0,-0.867692
2.59765650446,4.0,-1.402343
3.61684729064,5.0,-1.383153
3.81684729064,3.0,0.816847
3.79018062397,5.0,-1.209819
3.91684729064,3.0,0.916847
3.52857142857,5.0,-1.471429
3.71554232804,4.0,-0.284458
3.27708333333,1.0,2.277083
2.65323383085,3.0,-0.346766
3.38598901099,5.0,-1.614011
2.98674089069,1.0,1.986741
4.38823529412,5.0,-0.611765
4.28300653595,5.0,-0.716993
4.08078431373,5.0,-0.919216
4.45297450788,4.0,0.452975
2.94153050631,3.0,-0.058469
3.02958333333,3.0,0.029583
2.77333333333,3.0,-0.226667
3.19494570239,2.0,1.194946
2.68102564103,5.0,-2.318974
2.90110093645,3.0,-0.098899
3.21721158958,3.0,0.217212
3.90257252326,5.0,-1.097427
3.61981390257,3.0,0.619814
3.89474206349,5.0,-1.105258
3.74015873016,2.0,1.740159
3.71981390257,3.0,0.719814
3.82094522019,4.0,-0.179055
3.6375,3.0,0.637500
4.02356321839,5.0,-0.976437
3.35016382762,4.0,-0.649836
3.5742917346,3.0,0.574292
3.81315789474,4.0,-0.186842
3.51315789474,3.0,0.513158
3.67860707804,2.0,1.678607
3.67171052632,3.0,0.671711
3.66458333333,4.0,-0.335417
3.21523268398,5.0,-1.784767
3.77053571429,5.0,-1.229464
3.75803571429,4.0,-0.241964
3.58256578947,4.0,-0.417434
3.78256578947,5.0,-1.217434
4.16408045977,2.0,2.164080
4.16785714286,2.0,2.167857
3.34197860963,3.0,0.341979
3.40649920255,5.0,-1.593501
3.44435606061,4.0,-0.555644
3.34772727273,3.0,0.347727
3.2149550849,2.0,1.214955
3.48768939394,4.0,-0.512311
3.464665749,4.0,-0.535334
4.00441176471,4.0,0.004412
2.9625,4.0,-1.037500
2.85123318386,4.0,-1.148767
2.8625,4.0,-1.137500
4.00952380952,2.0,2.009524
3.92691511387,4.0,-0.073085
3.58292682927,4.0,-0.417073
3.78292682927,3.0,0.782927
3.58021390374,5.0,-1.419786
3.73021390374,5.0,-1.269786
3.63352272727,3.0,0.633523
3.47015493279,5.0,-1.529845
3.56727272727,4.0,-0.432727
3.67727272727,5.0,-1.322727
2.51604938272,4.0,-1.483951
3.98473684211,4.0,-0.015263
3.91973684211,4.0,-0.080263
3.95125858124,4.0,-0.048741
3.47641345994,4.0,-0.523587
3.61105738348,4.0,-0.388943
3.86097078705,5.0,-1.139029
3.61105738348,5.0,-1.388943
3.73633331309,4.0,-0.263667
3.76379267497,3.0,0.763793
3.64646464646,2.0,1.646465
3.84749581775,5.0,-1.152504
3.64646464646,4.0,-0.353535
2.87602795492,4.0,-1.123972
3.62267206478,5.0,-1.377328
3.63846153846,5.0,-1.361538
