1,288
1,294
1,313
1,300
1,286
1,326
1,310
1,328
1,338
1,307
2,174
2,168
2,28
2,144
2,462
2,83
2,197
2,98
2,657
2,79
3,286
3,100
3,170
3,462
3,50
3,430
3,283
3,285
3,96
3,514
4,269
4,428
4,242
4,286
4,514
4,1
4,606
4,762
4,430
4,393
5,286
5,300
5,258
5,302
5,322
5,303
5,327
5,269
5,245
5,294
6,288
6,313
6,300
6,748
6,322
6,299
6,333
6,328
6,678
6,682
7,313
7,896
7,272
7,302
7,898
7,315
7,321
7,311
7,316
7,347
8,269
8,286
8,302
8,111
8,313
8,272
8,306
8,288
8,340
8,268
9,313
9,288
9,258
9,748
9,678
9,328
9,272
9,271
9,682
9,751
10,288
10,682
10,300
10,879
10,264
10,328
10,259
10,313
10,350
10,271
11,294
11,288
11,898
11,475
11,887
11,321
11,313
11,302
11,304
11,682
12,307
12,258
12,313
12,301
12,748
12,288
12,302
12,294
12,269
12,286
13,246
13,678
13,298
13,257
13,15
13,324
13,254
13,1016
13,250
13,325
14,323
14,258
14,300
14,289
14,748
14,322
14,245
14,294
14,271
14,307
15,514
15,23
15,654
15,12
15,179
15,430
15,134
15,521
15,98
15,462
16,751
16,748
16,313
16,682
16,333
16,268
16,258
16,323
16,307
16,358
17,484
17,321
17,174
17,289
17,657
17,124
17,79
17,172
17,191
17,319
18,288
18,879
18,258
18,259
18,313
18,307
18,294
18,333
18,328
18,323
19,1
19,222
19,100
19,7
19,181
19,276
19,191
19,111
19,121
19,124
20,286
20,302
20,86
20,272
20,300
20,313
20,242
20,319
20,321
20,340
21,462
21,86
21,509
21,179
21,736
21,582
21,83
21,510
21,197
21,638
22,269
22,302
22,333
22,300
22,288
22,258
22,286
22,313
22,319
22,879
23,307
23,286
23,328
23,682
23,300
23,288
23,268
23,302
23,264
23,313
24,313
24,306
24,302
24,321
24,896
24,303
24,319
24,311
24,268
24,272
25,286
25,288
25,313
25,268
25,300
25,319
25,346
25,748
25,328
25,302
26,208
26,197
26,127
26,430
26,603
26,514
26,23
26,511
26,582
26,191
27,288
27,313
27,328
27,258
27,300
27,748
27,289
27,259
27,307
27,269
28,283
28,321
28,313
28,111
28,237
28,275
28,315
28,272
28,306
28,294
29,121
29,125
29,151
29,1
29,288
29,7
29,405
29,276
29,50
29,181
30,286
30,100
30,288
30,127
30,246
30,173
30,302
30,515
30,179
30,199
31,1
31,222
31,25
31,118
31,15
31,100
31,235
31,294
31,121
31,50
32,174
32,748
32,258
32,319
32,514
32,289
32,302
32,178
32,185
32,50
33,127
33,56
33,286
33,124
33,64
33,194
33,654
33,187
33,186
33,185
34,172
34,56
34,210
34,96
34,174
34,50
34,176
34,79
34,183
34,195
35,97
35,204
35,98
35,56
35,202
35,1
35,69
35,64
35,168
35,274
36,127
36,50
36,121
36,1
36,195
36,181
36,172
36,117
36,427
36,423
37,286
37,300
37,258
37,294
37,313
37,328
37,269
37,751
37,690
37,301
38,286
38,14
38,50
38,285
38,515
38,319
38,100
38,242
38,127
38,222
39,100
39,194
39,1
39,168
39,435
39,173
39,96
39,514
39,523
39,64
40,121
40,69
40,222
40,181
40,174
40,50
40,427
40,172
40,56
40,100
41,259
41,288
41,300
41,678
41,879
41,326
41,258
41,245
41,294
41,877
42,286
42,300
42,258
42,313
42,328
42,302
42,315
42,269
42,272
42,245
43,288
43,682
43,333
43,259
43,299
43,895
43,908
43,358
43,307
43,336
44,286
44,302
44,289
44,86
44,170
44,509
44,300
44,319
44,269
44,327
45,269
45,300
45,313
45,272
45,301
45,258
45,286
45,750
45,326
45,347
46,179
46,428
46,173
46,86
46,462
46,517
46,168
46,170
46,514
46,523
47,98
47,117
47,1
47,50
47,237
47,100
47,121
47,181
47,174
47,195
48,1
48,121
48,125
48,276
48,25
48,7
48,9
48,100
48,405
48,147
49,286
49,245
49,242
49,50
49,259
49,288
49,304
49,515
49,988
49,321
50,79
50,174
50,168
50,96
50,50
50,1
50,195
50,83
50,181
50,56
51,300
51,313
51,326
51,302
51,301
51,286
51,328
51,305
51,258
51,340
52,328
52,271
52,50
52,300
52,303
52,136
52,319
52,923
52,340
52,690
53,288
53,286
53,294
53,302
53,313
53,86
53,204
53,275
53,283
53,682
54,86
54,582
54,83
54,462
54,509
54,382
54,197
54,135
54,168
54,707
55,313
55,751
55,269
55,302
55,286
55,258
55,288
55,340
55,294
55,272
56,286
56,302
56,313
56,288
56,690
56,306
56,304
56,294
56,269
56,268
57,286
57,313
57,302
57,269
57,272
57,300
57,340
57,690
57,311
57,462
58,294
58,288
58,258
58,286
58,259
58,358
58,988
58,304
58,245
58,323
59,307
59,269
59,682
59,333
59,301
59,302
59,300
59,259
59,358
59,750
60,288
60,294
60,748
60,322
60,326
60,323
60,304
60,328
60,307
60,289
61,100
61,286
61,56
61,435
61,12
61,9
61,194
61,127
61,185
61,181
62,748
62,333
62,300
62,678
62,682
62,259
62,243
62,269
62,315
62,310
63,197
63,428
63,514
63,191
63,185
63,98
63,435
63,381
63,382
63,178
64,294
64,286
64,304
64,321
64,289
64,268
64,292
64,988
64,319
64,322
65,302
65,288
65,272
65,269
65,286
65,245
65,300
65,313
65,690
65,306
66,100
66,168
66,435
66,197
66,56
66,514
66,208
66,136
66,211
66,381
67,300
67,286
67,288
67,289
67,294
67,313
67,321
67,258
67,690
67,328
68,179
68,269
68,168
68,180
68,173
68,172
68,242
68,654
68,659
68,96
69,286
69,116
69,170
69,509
69,462
69,86
69,381
69,173
69,179
69,923
70,302
70,286
70,301
70,268
70,305
70,292
70,288
70,258
70,750
70,116
71,288
71,333
71,682
71,322
71,245
71,258
71,259
71,748
71,294
71,300
72,288
72,300
72,313
72,307
72,678
72,333
72,286
72,748
72,328
72,323
73,294
73,255
73,815
73,300
73,756
73,282
73,15
73,274
73,257
73,118
74,50
74,173
74,191
74,172
74,582
74,79
74,474
74,127
74,56
74,357
75,300
75,302
75,272
75,286
75,347
75,313
75,307
75,270
75,269
75,288
76,294
76,269
76,1
76,321
76,302
76,288
76,255
76,326
76,117
76,305
77,300
77,258
77,328
77,313
77,322
77,323
77,288
77,269
77,286
77,690
78,100
78,127
78,22
78,187
78,12
78,64
78,258
78,98
78,483
78,50
79,168
79,173
79,174
79,208
79,50
79,172
79,318
79,98
79,202
79,97
80,258
80,294
80,748
80,751
80,879
80,307
80,313
80,687
80,286
80,289
81,258
81,300
81,326
81,302
81,690
81,245
81,286
81,294
81,303
81,322
82,313
82,269
82,302
82,333
82,751
82,300
82,258
82,272
82,340
82,303
83,272
83,306
83,286
83,313
83,302
83,311
83,310
83,269
83,268
83,86
84,302
84,682
84,268
84,333
84,313
84,259
84,751
84,346
84,306
84,304
85,288
85,294
85,682
